Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Season,Player_Clean,Team_Clean,MPG,PPG,RPG,APG,Significant_Player,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Reliable_Advanced_Stats,Current_Salary,Salary_Tier,Salary_Millions,Has_Salary_Data,Points_Per_Million,WinShares_Per_Million,VORP_Per_Million,Career_Stage,Experience,Age_Squared,PTS_per_MP,Efficiency_Score,Top_Team,Age_Group,Performance_vs_Peers,Predicted_Value,Points_Per_Dollar,WinShares_Per_Dollar,VORP_Per_Dollar,Efficiency_Composite,Risk_Adjusted_Efficiency,Contract_Tier,Contract_Recommendation
89.0,Dillon Brooks,27.0,MEM,SF,73.0,73.0,2214.0,392.0,991.0,0.396,143.0,439.0,0.326,249.0,552.0,0.451,0.468,120.0,154.0,0.779,45.0,199.0,244.0,189.0,65.0,16.0,104.0,240.0,1047.0,0.0,DEF2,2023,Dillon Brooks,MEM,30.328767123287676,14.342465753424657,3.3424657534246576,2.589041095890411,True,9.4,0.494,0.443,0.155,2.2,9.5,5.8,11.7,1.4,0.7,8.9,21.8,-0.8,2.4,1.6,0.034,-3.4,-0.5,-3.9,-1.1,True,,,,False,,,,Developing,3,729.0,0.47289972899729,1.21,True,Developing,0.40199335548172754,0.24048681452457246,104.23465480707928,0.15928887076535517,-0.10951109865118168,0.07038587498069385,0.06334728748262447,Unknown,0.04
112.0,Dillon Brooks,28.0,HOU,SF,72.0,72.0,2227.0,329.0,768.0,0.428,133.0,370.0,0.359,196.0,398.0,0.492,0.515,124.0,147.0,0.844,53.0,193.0,246.0,119.0,64.0,10.0,88.0,241.0,915.0,0.0,,2024,Dillon Brooks,HOU,30.93055555555556,12.708333333333334,3.4166666666666665,1.6527777777777777,True,9.4,0.549,0.482,0.191,2.5,9.4,5.9,7.5,1.4,0.4,9.6,17.6,0.6,2.1,2.7,0.058,-3.3,-0.3,-3.6,-0.9,True,,,,False,,,,Prime,4,784.0,0.4108666367310283,1.3799999999999997,False,Prime,0.43057722308892343,0.2567173051142473,91.09332296893747,0.26879996941653683,-0.08959998980551227,0.08539470412384192,0.07514733962898089,Unknown,0.01
78.0,Dillon Brooks,29.0,HOU,SF,75.0,75.0,2388.0,384.0,895.0,0.429,186.0,469.0,0.397,198.0,426.0,0.465,0.533,99.0,121.0,0.818,75.0,200.0,275.0,128.0,60.0,16.0,76.0,242.0,1053.0,0.0,,2025,Dillon Brooks,HOU,31.84,14.04,3.6666666666666665,1.7066666666666668,True,11.0,0.555,0.524,0.135,3.3,9.1,6.1,7.4,1.2,0.6,7.4,17.7,2.7,2.5,5.1,0.103,-1.4,0.0,-1.4,0.4,True,21124110.0,Star,21.12411,True,49.84825396194206,0.2414302898441638,0.0189357090073854,Prime,5,841.0,0.44095477386934673,3.04,False,Prime,0.9485179407176287,0.5831905764582551,49.84825396194206,0.24143028984416381,0.0189357090073854,0.08217364306728564,0.07066933303786566,Overpaid,0.18
404.0,Dillon Jones,23.0,OKC,SF,54.0,3.0,551.0,51.0,133.0,0.383,16.0,63.0,0.254,35.0,70.0,0.5,0.444,17.0,28.0,0.607,30.0,91.0,121.0,58.0,16.0,4.0,28.0,54.0,135.0,0.0,,2025,Dillon Jones,OKC,10.203703703703704,2.5,2.240740740740741,1.0740740740740742,True,8.1,0.464,0.474,0.211,6.0,17.3,11.8,12.6,1.4,0.7,16.2,13.3,-0.1,0.9,0.8,0.067,-4.3,0.3,-4.0,-0.3,True,2753280.0,Rookie/Min,2.75328,True,49.03242677824267,0.2905625290562529,-0.1089609483960948,Rookie/Young,5,529.0,0.24500907441016334,1.1099999999999999,True,Rookie/Young,0.4549180327868852,0.23956799465584103,49.03242677824267,0.2905625290562529,-0.10896094839609483,0.05362998949731651,0.05255738970737018,Fair,0.0
378.0,Dion Waiters,28.0,2TM,SG,10.0,0.0,207.0,41.0,99.0,0.414,15.0,47.0,0.319,26.0,52.0,0.5,0.49,14.0,17.0,0.824,2.0,22.0,24.0,20.0,4.0,6.0,16.0,21.0,111.0,0.0,,2020,Dion Waiters,2TM,20.7,11.1,2.4,2.0,True,11.5,0.521,0.475,0.172,1.1,11.5,6.4,14.4,0.9,2.7,13.1,25.2,-0.1,0.2,0.1,0.03,-0.7,-0.6,-1.2,0.0,True,,,,False,,,,Prime,0,784.0,0.5362318840579711,3.09,True,Prime,0.7882653061224489,0.4790129510368134,11.050665409346513,0.009955554422834698,0.0,0.009578014939545895,0.008428653146800387,Unknown,0.1
571.0,Dmytro Skapintsev,25.0,NYK,C,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024,Dmytro Skapintsev,NYK,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,-0.483,-16.0,-9.8,-15.0,0.0,False,,,,False,,,,Developing,4,625.0,0.0,-4.5,True,Developing,-0.8137432188065099,-0.21325782124692644,0.0,0.0,0.0,0.0,0.0,Unknown,0.01
44.0,Domantas Sabonis,23.0,IND,PF,62.0,62.0,2159.0,458.0,848.0,0.54,17.0,67.0,0.254,441.0,781.0,0.565,0.55,214.0,296.0,0.723,189.0,582.0,771.0,310.0,47.0,30.0,170.0,195.0,1147.0,4.0,AS,2020,Domantas Sabonis,IND,34.82258064516129,18.5,12.435483870967742,5.0,True,20.7,0.586,0.079,0.349,9.7,29.3,19.6,21.7,1.1,1.2,14.8,23.3,4.1,3.4,7.5,0.168,2.0,1.2,3.2,2.9,True,,,,False,,,,Rookie/Young,0,529.0,0.5312644742936544,8.33,True,Rookie/Young,2.603125,1.4827561298640777,114.19020922991398,0.7466665817126023,0.2887110782622062,0.291071295278325,0.2852498693727585,Unknown,0.08
30.0,Domantas Sabonis,24.0,IND,PF,62.0,62.0,2231.0,484.0,904.0,0.535,52.0,162.0,0.321,432.0,742.0,0.582,0.564,240.0,328.0,0.732,150.0,592.0,742.0,415.0,76.0,33.0,213.0,203.0,1260.0,9.0,AS,2021,Domantas Sabonis,IND,35.983870967741936,20.32258064516129,11.96774193548387,6.693548387096774,True,20.6,0.601,0.179,0.363,7.3,28.6,18.0,27.5,1.6,1.2,16.9,24.1,4.0,3.0,6.9,0.149,2.3,1.6,3.8,3.3,True,,,,False,,,,Developing,1,576.0,0.5647691618108471,8.64,True,Developing,2.297872340425532,1.4234702121002747,125.43998572771719,0.6869332551755941,0.32853329595354497,0.3002022797052004,0.2881941885169924,Unknown,0.12
58.0,Domantas Sabonis,25.0,2TM,PF,62.0,61.0,2136.0,443.0,773.0,0.573,39.0,125.0,0.312,404.0,648.0,0.623,0.598,246.0,332.0,0.741,201.0,551.0,752.0,323.0,59.0,27.0,195.0,203.0,1171.0,5.0,,2022,Domantas Sabonis,2TM,34.45161290322581,18.887096774193548,12.129032258064516,5.209677419354839,True,21.9,0.637,0.162,0.429,10.3,29.0,19.5,23.6,1.3,1.1,17.5,22.3,5.3,1.8,7.1,0.159,3.2,0.9,4.1,3.2,True,,,,False,,,,Developing,2,625.0,0.5482209737827716,9.079999999999998,True,Developing,2.4148936170212765,1.4643516601475763,116.5795422913943,0.7068443640212635,0.31857774153071033,0.294459369535381,0.2767918073632581,Unknown,0.2
29.0,Domantas Sabonis,26.0,SAC,C,79.0,79.0,2736.0,577.0,938.0,0.615,31.0,83.0,0.373,546.0,855.0,0.639,0.632,325.0,438.0,0.742,251.0,722.0,973.0,573.0,65.0,39.0,230.0,279.0,1510.0,14.0,"MVP-7,AS,NBA3",2023,Domantas Sabonis,SAC,34.63291139240506,19.11392405063291,12.316455696202532,7.253164556962025,True,23.5,0.668,0.088,0.467,10.6,30.0,20.3,30.4,1.1,1.2,16.9,21.3,9.6,3.0,12.6,0.221,4.1,1.8,5.8,5.4,True,,,,False,,,,Developing,3,676.0,0.5519005847953217,10.95,False,Developing,1.9801084990958406,1.2576191112059227,150.32887178480394,1.2543998572771717,0.5375999388330737,0.4743554341232747,0.4364069993934127,Unknown,0.4
26.0,Domantas Sabonis,27.0,SAC,C,82.0,82.0,2928.0,634.0,1068.0,0.594,33.0,87.0,0.379,601.0,981.0,0.613,0.609,292.0,415.0,0.704,294.0,826.0,1120.0,673.0,74.0,48.0,272.0,250.0,1593.0,26.0,"MVP-8,DPOY-10,NBA3",2024,Domantas Sabonis,SAC,35.707317073170735,19.42682926829268,13.658536585365852,8.207317073170731,True,23.2,0.637,0.081,0.389,11.0,32.3,21.4,33.9,1.2,1.5,17.9,22.2,8.6,4.0,12.6,0.206,4.0,2.4,6.5,6.2,True,,,,False,,,,Developing,4,729.0,0.5440573770491803,11.39,False,Developing,2.059674502712477,1.3470471505578008,158.59198195575672,1.2543998572771717,0.6172443742157512,0.5028866746301703,0.4525980071671533,Unknown,0.35
42.0,Domantas Sabonis,28.0,SAC,C,70.0,70.0,2429.0,527.0,893.0,0.59,65.0,156.0,0.417,462.0,737.0,0.627,0.627,218.0,289.0,0.754,267.0,705.0,972.0,423.0,48.0,26.0,202.0,229.0,1337.0,10.0,,2025,Domantas Sabonis,SAC,34.7,19.1,13.885714285714286,6.042857142857143,True,22.9,0.655,0.175,0.324,12.3,32.6,22.4,26.0,1.0,1.0,16.5,21.6,7.4,2.7,10.1,0.199,4.2,1.1,5.2,4.4,True,43636000.0,Superstar,43.636,True,30.63983866532221,0.2314602621688513,0.1008341736181134,Prime,5,784.0,0.5504322766570605,10.19,False,Prime,1.8493647912885662,1.149898586379434,30.63983866532221,0.23146026216885138,0.10083417361811349,0.09006081190649774,0.07925351447771802,Overpaid,0.11
410.0,Dominick Barlow,19.0,SAS,PF,28.0,0.0,408.0,46.0,86.0,0.535,0.0,4.0,0.0,46.0,82.0,0.561,0.535,18.0,25.0,0.72,46.0,56.0,102.0,24.0,10.0,19.0,15.0,56.0,110.0,0.0,,2023,Dominick Barlow,SAS,14.571428571428571,3.928571428571429,3.642857142857143,0.8571428571428571,True,12.4,0.567,0.047,0.291,11.9,15.6,13.7,7.6,1.2,3.8,13.4,11.3,0.5,0.2,0.7,0.082,-3.7,-0.9,-4.6,-0.3,True,,,,False,,,,Rookie/Young,3,361.0,0.2696078431372549,2.2199999999999998,False,Rookie/Young,0.6937499999999999,0.41426522541331073,10.951109865118166,0.06968888095984288,-0.02986666326850409,0.011224808109608941,0.011898296596185479,Unknown,0.17
378.0,Dominick Barlow,20.0,SAS,PF,33.0,1.0,420.0,56.0,113.0,0.496,3.0,9.0,0.333,53.0,104.0,0.51,0.509,29.0,42.0,0.69,45.0,68.0,113.0,36.0,12.0,14.0,9.0,47.0,144.0,0.0,,2024,Dominick Barlow,SAS,12.727272727272728,4.363636363636363,3.4242424242424243,1.0909090909090908,True,14.6,0.548,0.08,0.372,11.5,17.7,14.5,11.7,1.4,2.8,6.4,14.1,0.7,0.4,1.1,0.126,-1.7,0.0,-1.7,0.0,True,,,,False,,,,Rookie/Young,4,400.0,0.34285714285714286,3.87,False,Rookie/Young,1.2093749999999999,0.7313556586427064,14.335998368881963,0.10951109865118168,0.0,0.028933581617544335,0.03009092488224611,Unknown,0.67
390.0,Dominick Barlow,21.0,ATL,SF,35.0,4.0,375.0,60.0,113.0,0.531,7.0,27.0,0.259,53.0,86.0,0.616,0.562,21.0,33.0,0.636,35.0,50.0,85.0,19.0,9.0,16.0,5.0,47.0,148.0,0.0,,2025,Dominick Barlow,ATL,10.714285714285714,4.228571428571429,2.4285714285714284,0.5428571428571428,True,14.6,0.58,0.239,0.292,10.0,15.0,12.4,6.9,1.1,3.9,3.8,14.5,0.7,0.3,1.0,0.131,-1.4,-0.8,-2.2,0.0,True,,,,False,,,,Rookie/Young,5,441.0,0.39466666666666667,3.7199999999999998,False,Rookie/Young,1.5245901639344261,0.9188814532677825,14.73422054579535,0.09955554422834696,0.0,0.027516037441701273,0.0280663581905353,Unknown,0.43
257.0,Donovan Clingan,20.0,POR,C,67.0,37.0,1324.0,180.0,334.0,0.539,14.0,49.0,0.286,166.0,285.0,0.582,0.56,62.0,104.0,0.596,217.0,310.0,527.0,77.0,34.0,110.0,72.0,189.0,436.0,0.0,,2025,Donovan Clingan,POR,19.761194029850746,6.507462686567164,7.865671641791045,1.1492537313432836,True,17.4,0.574,0.147,0.311,17.3,26.1,21.6,8.3,1.2,7.5,15.9,14.2,1.8,2.2,4.0,0.144,-1.7,1.4,-0.3,0.6,True,7178400.0,Role Player,7.1784,True,60.737768862141984,0.5572272372673577,0.0835840855901036,Rookie/Young,5,400.0,0.3293051359516616,5.37,False,Rookie/Young,1.0959183673469388,0.6564758442812149,60.737768862141984,0.5572272372673577,0.08358408559010365,0.16228294124169634,0.16877425889136421,Fair,0.86
9.0,Donovan Mitchell,23.0,UTA,SG,69.0,69.0,2364.0,602.0,1342.0,0.449,173.0,473.0,0.366,429.0,869.0,0.494,0.513,278.0,322.0,0.863,53.0,251.0,304.0,294.0,70.0,14.0,184.0,172.0,1655.0,0.0,AS,2020,Donovan Mitchell,UTA,34.26086956521739,23.98550724637681,4.405797101449275,4.260869565217392,True,18.8,0.558,0.352,0.24,2.6,11.3,7.1,21.6,1.4,0.5,11.0,30.8,3.2,2.2,5.4,0.11,2.4,-0.6,1.9,2.3,True,,,,False,,,,Rookie/Young,0,529.0,0.7000846023688664,7.13,True,Rookie/Young,3.211711711711712,1.8705265300773442,164.76442569791422,0.5375999388330737,0.22897775172519802,0.2744090364128448,0.2689208556845879,Unknown,0.05
22.0,Donovan Mitchell,24.0,UTA,PG,53.0,53.0,1771.0,478.0,1091.0,0.438,178.0,461.0,0.386,300.0,630.0,0.476,0.52,267.0,316.0,0.845,50.0,185.0,235.0,277.0,52.0,15.0,147.0,117.0,1401.0,0.0,AS,2021,Donovan Mitchell,UTA,33.41509433962264,26.433962264150946,4.433962264150943,5.226415094339623,True,21.3,0.569,0.423,0.29,3.1,10.6,7.0,26.7,1.4,0.7,10.7,33.5,3.9,2.2,6.2,0.167,4.6,-0.2,4.3,2.8,True,,,,False,,,,Developing,1,576.0,0.7910784867306606,8.799999999999999,True,Developing,2.3913043478260865,1.4921148581187982,139.4773174639141,0.6172443742157512,0.2787555238393715,0.2841470766111024,0.2727811935466583,Unknown,0.01
10.0,Donovan Mitchell,25.0,UTA,SG,67.0,67.0,2266.0,617.0,1376.0,0.448,232.0,654.0,0.355,385.0,722.0,0.533,0.533,267.0,313.0,0.853,55.0,227.0,282.0,358.0,99.0,12.0,200.0,164.0,1733.0,0.0,AS,2022,Donovan Mitchell,UTA,33.82089552238806,25.86567164179105,4.208955223880597,5.343283582089552,True,21.6,0.572,0.475,0.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,4.7,2.5,7.2,0.152,4.6,-0.3,4.3,3.6,True,,,,False,,,,Developing,2,625.0,0.764783759929391,9.21,True,Developing,2.869158878504673,1.7680262400023745,172.5297581477253,0.7167999184440982,0.3583999592220491,0.3473613767086905,0.32651969410616904,Unknown,0.0
8.0,Donovan Mitchell,26.0,CLE,SG,68.0,68.0,2432.0,679.0,1402.0,0.484,245.0,635.0,0.386,434.0,767.0,0.566,0.572,319.0,368.0,0.867,63.0,226.0,289.0,301.0,99.0,27.0,180.0,168.0,1922.0,0.0,"MVP-6,CPOY-6,AS,NBA2",2023,Donovan Mitchell,CLE,35.76470588235294,28.264705882352946,4.25,4.426470588235294,True,22.9,0.614,0.453,0.262,3.1,10.9,7.0,21.4,2.0,1.0,10.3,32.1,5.4,3.5,8.9,0.176,5.6,0.6,6.3,5.0,True,,,,False,,,,Developing,3,676.0,0.790296052631579,10.76,True,Developing,3.35202492211838,2.0066293198813643,191.34575600688288,0.886044343632288,0.49777772114173485,0.4293191473489488,0.39497361556103294,Unknown,0.12
33.0,Donovan Mitchell,27.0,CLE,SG,55.0,55.0,1942.0,503.0,1089.0,0.462,182.0,494.0,0.368,321.0,595.0,0.539,0.545,275.0,318.0,0.865,46.0,234.0,280.0,333.0,101.0,30.0,154.0,118.0,1463.0,0.0,AS,2024,Donovan Mitchell,CLE,35.30909090909091,26.6,5.090909090909091,6.054545454545455,True,22.1,0.595,0.454,0.292,2.7,13.4,8.1,28.3,2.6,1.4,11.1,31.4,3.6,2.9,6.4,0.159,4.6,1.2,5.8,3.9,True,,,,False,,,,Developing,4,729.0,0.7533470648815654,9.93,True,Developing,3.0934579439252334,1.917508639692275,145.64976120607162,0.6371554830614207,0.38826662249055316,0.3230814835080449,0.2907733351572404,Unknown,0.04
17.0,Donovan Mitchell,28.0,CLE,SG,71.0,71.0,2232.0,585.0,1320.0,0.443,233.0,633.0,0.368,352.0,687.0,0.512,0.531,298.0,362.0,0.823,57.0,265.0,322.0,354.0,95.0,17.0,149.0,140.0,1701.0,0.0,"MVP-5,CPOY-9,AS,NBA1",2025,Donovan Mitchell,CLE,31.43661971830986,23.95774647887324,4.535211267605634,4.985915492957746,True,20.9,0.575,0.48,0.274,2.8,12.5,7.8,23.9,2.0,0.7,9.2,30.9,4.8,2.8,7.6,0.163,3.8,-0.2,3.7,3.2,True,46394100.0,Superstar,46.3941,True,36.66414479427341,0.1638139332372004,0.0689742876788212,Prime,5,784.0,0.7620967741935484,8.66,True,Prime,2.2091836734693877,1.346113358187833,36.66414479427341,0.1638139332372004,0.06897428767882123,0.07373693935096345,0.06488850662884783,Overpaid,0.01
527.0,Donovan Williams,21.0,ATL,SG,2.0,0.0,4.0,2.0,5.0,0.4,0.0,2.0,0.0,2.0,3.0,0.667,0.4,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,2023,Donovan Williams,ATL,2.0,2.0,1.0,0.0,False,14.5,0.4,0.4,0.0,0.0,55.4,27.4,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,-0.225,-9.1,-6.1,-15.0,0.0,False,,,,False,,,,Rookie/Young,3,441.0,1.0,-0.15000000000000036,False,Rookie/Young,-0.06756756756756774,-0.06059900886230991,0.39822217691338785,0.0,0.0,0.0002838424613461857,0.00028951931057310946,Unknown,0.05
441.0,Donta Hall,22.0,2TM,PF,9.0,0.0,133.0,15.0,22.0,0.682,0.0,0.0,0.0,15.0,22.0,0.682,0.682,9.0,18.0,0.5,14.0,24.0,38.0,4.0,3.0,6.0,5.0,23.0,39.0,0.0,,2020,Donta Hall,2TM,14.77777777777778,4.333333333333333,4.222222222222222,0.4444444444444444,True,13.6,0.652,0.0,0.818,11.4,19.2,15.4,4.2,1.1,3.8,14.3,11.1,0.2,0.2,0.4,0.137,-3.5,-0.4,-3.9,-0.1,False,,,,False,,,,Rookie/Young,0,484.0,0.2932330827067669,2.87,True,Rookie/Young,0.896875,0.5350282594764527,3.882666224905532,0.03982221769133879,-0.009955554422834698,0.00674282186763699,0.00674282186763699,Unknown,0.18
435.0,Donta Hall,23.0,ORL,PF,13.0,0.0,179.0,25.0,35.0,0.714,0.0,0.0,0.0,25.0,35.0,0.714,0.714,23.0,34.0,0.676,24.0,38.0,62.0,11.0,5.0,10.0,8.0,18.0,73.0,0.0,,2021,Donta Hall,ORL,13.76923076923077,5.615384615384615,4.769230769230769,0.8461538461538461,True,22.3,0.731,0.0,0.971,13.5,22.8,18.0,9.4,1.4,5.1,13.8,14.0,0.6,0.2,0.8,0.223,0.9,0.6,1.6,0.2,False,,,,False,,,,Rookie/Young,1,529.0,0.40782122905027934,7.25,True,Rookie/Young,2.265625,1.4015778017335625,7.267554728669329,0.07964443538267758,0.019911108845669396,0.024451595375572382,0.023962563468060933,Unknown,0.36
154.0,Donte DiVincenzo,23.0,MIL,SG,66.0,24.0,1520.0,232.0,510.0,0.455,83.0,247.0,0.336,149.0,263.0,0.567,0.536,63.0,86.0,0.733,66.0,252.0,318.0,154.0,85.0,20.0,90.0,113.0,610.0,0.0,,2020,Donte DiVincenzo,MIL,23.03030303030303,9.242424242424242,4.818181818181818,2.333333333333333,True,14.1,0.557,0.484,0.169,4.6,15.5,10.3,13.6,2.6,1.2,14.1,17.3,1.0,3.2,4.3,0.135,-1.1,2.4,1.3,1.3,True,,,,False,,,,Rookie/Young,0,529.0,0.40131578947368424,5.139999999999999,False,Rookie/Young,2.315315315315315,1.4266320599358842,60.72888197929165,0.42808884018189197,0.12942220749685107,0.15323805358461934,0.15017329251292694,Unknown,0.63
135.0,Donte DiVincenzo,24.0,MIL,SG,66.0,66.0,1814.0,253.0,603.0,0.42,131.0,346.0,0.379,122.0,257.0,0.475,0.528,51.0,71.0,0.718,81.0,299.0,380.0,203.0,72.0,15.0,91.0,112.0,688.0,0.0,,2021,Donte DiVincenzo,MIL,27.484848484848484,10.424242424242424,5.757575757575758,3.075757575757576,True,13.0,0.542,0.574,0.118,4.9,16.7,11.0,14.2,1.9,0.7,12.5,16.7,1.5,2.1,3.6,0.095,-0.2,0.4,0.2,1.0,True,,,,False,,,,Developing,1,576.0,0.37927232635060637,4.36,False,Developing,1.3582554517133958,0.8189533193068386,68.49421442910271,0.3583999592220491,0.09955554422834696,0.1383727090828094,0.13283780071949702,Unknown,0.5
269.0,Donte DiVincenzo,25.0,2TM,SG,42.0,1.0,1006.0,118.0,336.0,0.351,74.0,218.0,0.339,44.0,118.0,0.373,0.461,70.0,83.0,0.843,40.0,130.0,170.0,118.0,48.0,8.0,72.0,69.0,380.0,0.0,,2022,Donte DiVincenzo,2TM,23.952380952380956,9.047619047619047,4.047619047619048,2.8095238095238093,True,11.3,0.51,0.649,0.247,4.3,14.0,9.1,16.1,2.3,0.7,16.2,18.9,-0.1,0.9,0.7,0.035,-1.8,-0.5,-2.3,-0.1,True,,,,False,,,,Developing,2,625.0,0.37773359840954274,2.66,True,Developing,0.8286604361370717,0.49102430857832274,37.83110680677185,0.06968888095984288,-0.009955554422834698,0.036044551608967045,0.03388187851242902,Unknown,0.06
166.0,Donte DiVincenzo,26.0,GSW,SG,72.0,36.0,1894.0,235.0,540.0,0.435,150.0,378.0,0.397,85.0,162.0,0.525,0.574,58.0,71.0,0.817,80.0,245.0,325.0,252.0,97.0,10.0,112.0,133.0,678.0,0.0,,2023,Donte DiVincenzo,GSW,26.30555555555556,9.416666666666666,4.513888888888889,3.5,True,12.8,0.593,0.7,0.131,4.7,14.0,9.4,17.3,2.4,0.5,16.4,15.1,1.9,2.3,4.2,0.106,-0.6,1.3,0.7,1.3,True,,,,False,,,,Developing,3,676.0,0.3579725448785639,4.57,False,Developing,1.4236760124610592,0.864010626282866,67.49865898681925,0.4181332857590573,0.12942220749685107,0.15636198879031526,0.14385302968709004,Unknown,0.68
61.0,Donte DiVincenzo,27.0,NYK,SG,81.0,63.0,2360.0,445.0,1004.0,0.443,283.0,705.0,0.401,162.0,299.0,0.542,0.584,86.0,114.0,0.754,63.0,234.0,297.0,216.0,107.0,36.0,113.0,166.0,1259.0,0.0,,2024,Donte DiVincenzo,NYK,29.135802469135804,15.54320987654321,3.6666666666666665,2.6666666666666665,True,16.0,0.597,0.702,0.114,3.0,11.2,7.1,13.7,2.3,1.4,9.7,21.3,3.6,3.0,6.6,0.135,2.5,0.9,3.4,3.2,True,,,,False,,,,Developing,4,729.0,0.5334745762711864,7.1000000000000005,True,Developing,2.2118380062305296,1.3395222351598925,125.34043018348883,0.6570665919070899,0.31857774153071033,0.2921969704990509,0.26297727344914584,Unknown,0.35
147.0,Donte DiVincenzo,28.0,MIN,SG,62.0,10.0,1606.0,250.0,593.0,0.422,174.0,438.0,0.397,76.0,155.0,0.49,0.568,49.0,63.0,0.778,32.0,196.0,228.0,225.0,73.0,17.0,99.0,114.0,723.0,0.0,,2025,Donte DiVincenzo,MIN,25.90322580645161,11.661290322580646,3.6774193548387095,3.629032258064516,True,14.1,0.582,0.739,0.106,2.2,13.3,7.9,20.2,2.2,1.0,13.8,19.4,1.6,2.2,3.9,0.115,0.8,1.1,1.9,1.6,True,11990000.0,Role Player,11.99,True,60.30025020850709,0.3252710592160133,0.1334445371142618,Prime,5,784.0,0.450186799501868,5.4399999999999995,True,Prime,1.3877551020408163,0.8457393599430185,60.30025020850709,0.32527105921601335,0.13344453711426188,0.13650463651926023,0.120124080136949,Overpaid,0.7
135.0,Dorian Finney-Smith,26.0,DAL,PF,71.0,68.0,2120.0,243.0,522.0,0.466,114.0,303.0,0.376,129.0,219.0,0.589,0.575,78.0,108.0,0.722,145.0,260.0,405.0,114.0,45.0,39.0,69.0,178.0,678.0,0.0,,2020,Dorian Finney-Smith,DAL,29.859154929577464,9.549295774647888,5.704225352112676,1.6056338028169015,True,12.3,0.595,0.58,0.207,7.3,12.7,10.0,7.2,1.0,1.6,10.8,12.9,3.3,1.5,4.9,0.11,0.1,-0.3,-0.2,0.9,True,,,,False,,,,Developing,0,676.0,0.31981132075471697,3.9899999999999998,False,Developing,1.0611702127659575,0.6405474567397835,67.49865898681925,0.48782216671890016,0.08959998980551227,0.1569509405336588,0.1443948652909661,Unknown,0.48
169.0,Dorian Finney-Smith,27.0,DAL,PF,60.0,60.0,1921.0,220.0,466.0,0.472,119.0,302.0,0.394,101.0,164.0,0.616,0.6,31.0,41.0,0.756,98.0,228.0,326.0,102.0,52.0,25.0,48.0,138.0,590.0,0.0,,2021,Dorian Finney-Smith,DAL,32.016666666666666,9.833333333333334,5.433333333333334,1.7,True,12.0,0.609,0.648,0.088,5.7,13.0,9.3,7.2,1.3,1.2,9.0,12.2,2.8,1.6,4.4,0.11,0.2,0.0,0.1,1.0,True,,,,False,,,,Developing,1,729.0,0.3071317022384175,4.029999999999999,False,Developing,1.0718085106382977,0.6445136122096258,58.737771094724714,0.4380443946047267,0.09955554422834696,0.14502966187734181,0.13052669568960765,Unknown,0.43
104.0,Dorian Finney-Smith,28.0,DAL,PF,80.0,80.0,2644.0,326.0,692.0,0.471,172.0,435.0,0.395,154.0,257.0,0.599,0.595,56.0,83.0,0.675,122.0,253.0,375.0,150.0,88.0,39.0,80.0,183.0,880.0,0.0,,2022,Dorian Finney-Smith,DAL,33.05,11.0,4.6875,1.875,True,12.5,0.604,0.629,0.12,5.1,10.7,7.9,8.2,1.7,1.3,9.9,13.8,3.4,3.2,6.6,0.121,0.1,0.7,0.8,1.9,True,,,,False,,,,Prime,2,784.0,0.3328290468986384,4.75,False,Prime,1.0894495412844039,0.6567821863870765,87.60887892094533,0.6570665919070899,0.18915553403385924,0.22851044445631108,0.20108919112155374,Unknown,0.39
210.0,Dorian Finney-Smith,29.0,2TM,PF,66.0,66.0,2009.0,196.0,501.0,0.391,114.0,338.0,0.337,82.0,163.0,0.503,0.505,45.0,59.0,0.763,114.0,202.0,316.0,100.0,55.0,36.0,62.0,144.0,551.0,0.0,,2023,Dorian Finney-Smith,2TM,30.439393939393938,8.348484848484848,4.787878787878788,1.5151515151515151,True,9.2,0.523,0.675,0.118,6.5,11.5,9.0,6.7,1.4,1.6,10.5,13.2,0.6,1.6,2.1,0.051,-1.7,-0.3,-2.0,0.0,True,,,,False,,,,Prime,3,841.0,0.27426580388252864,2.1599999999999997,True,Prime,0.4954128440366972,0.2969956661103856,54.85510486981918,0.20906664287952864,0.0,0.07482841843141114,0.06435243985101358,Unknown,0.21
