Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Season,Player_Clean,Team_Clean,MPG,PPG,RPG,APG,Significant_Player,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Reliable_Advanced_Stats,Current_Salary,Salary_Tier,Salary_Millions,Has_Salary_Data,Points_Per_Million,WinShares_Per_Million,VORP_Per_Million,Career_Stage,Experience,Age_Squared,PTS_per_MP,Efficiency_Score,Top_Team,Age_Group,Performance_vs_Peers,Predicted_Value,Points_Per_Dollar,WinShares_Per_Dollar,VORP_Per_Dollar,Efficiency_Composite,Risk_Adjusted_Efficiency,Contract_Tier,Contract_Recommendation
146.0,Moses Moody,22.0,GSW,SG,74.0,34.0,1649.0,246.0,568.0,0.433,126.0,337.0,0.374,120.0,231.0,0.519,0.544,106.0,133.0,0.797,52.0,137.0,189.0,96.0,59.0,31.0,54.0,116.0,724.0,0.0,,2025,Moses Moody,GSW,22.283783783783782,9.783783783783784,2.554054054054054,1.2972972972972974,True,12.4,0.578,0.593,0.234,3.3,9.2,6.2,8.3,1.7,1.8,7.9,17.4,1.7,1.8,3.5,0.102,-0.9,0.0,-0.9,0.5,True,11574075.0,Role Player,11.574075,True,62.5535949957124,0.3023999758080019,0.0431999965440002,Rookie/Young,5,484.0,0.43905397210430563,3.65,False,Rookie/Young,1.6441441441441442,0.9739560771235425,62.553594995712395,0.30239997580800193,0.04319999654400027,0.10854720213779284,0.10854720213779284,Overpaid,0.28
558.0,Moses Wright,23.0,2TM,PF,4.0,0.0,14.0,1.0,4.0,0.25,0.0,1.0,0.0,1.0,3.0,0.333,0.25,3.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,,2022,Moses Wright,2TM,3.5,1.25,0.75,0.5,False,18.3,0.47,0.25,0.75,7.9,15.9,11.9,16.8,0.0,6.5,0.0,17.1,0.0,0.0,0.1,0.18,1.1,0.4,1.4,0.0,False,,,,False,,,,Rookie/Young,2,529.0,0.35714285714285715,5.91,True,Rookie/Young,1.846875,1.0891535997813107,0.49777772114173485,0.009955554422834698,0.0,0.0020561897138719728,0.0020150659195945332,Unknown,0.13
492.0,Mouhamadou Gueye,25.0,TOR,PF,11.0,0.0,120.0,11.0,38.0,0.289,0.0,3.0,0.0,11.0,35.0,0.314,0.289,4.0,9.0,0.444,12.0,11.0,23.0,5.0,3.0,18.0,12.0,15.0,26.0,0.0,,2024,Mouhamadou Gueye,TOR,10.909090909090908,2.363636363636364,2.090909090909091,0.4545454545454545,True,4.6,0.31,0.079,0.237,10.8,10.3,10.5,5.3,1.2,13.2,22.2,19.2,-0.5,0.2,-0.4,-0.147,-11.0,-0.9,-11.9,-0.3,False,,,,False,,,,Developing,4,625.0,0.21666666666666667,-2.31,True,Developing,-0.6143617021276596,-0.2142226611944752,2.588444149937021,-0.03982221769133879,-0.02986666326850409,-0.013451136587742604,-0.012644068392478046,Unknown,0.0
497.0,Mouhamed Gueye,21.0,ATL,PF,6.0,0.0,73.0,8.0,23.0,0.348,3.0,9.0,0.333,5.0,14.0,0.357,0.413,5.0,6.0,0.833,10.0,12.0,22.0,4.0,5.0,4.0,1.0,13.0,24.0,0.0,,2024,Mouhamed Gueye,ATL,12.166666666666666,4.0,3.6666666666666665,0.6666666666666666,True,15.0,0.468,0.391,0.261,14.4,18.6,16.4,7.0,3.3,4.9,3.8,15.2,0.1,0.1,0.2,0.127,-2.1,0.6,-1.5,0.0,False,,,,False,,,,Rookie/Young,4,441.0,0.3287671232876712,4.05,False,Rookie/Young,1.2656249999999998,0.7686627217373544,2.389333061480327,0.019911108845669396,0.0,0.005105828042455596,0.005207944603304708,Unknown,0.16
359.0,Mouhamed Gueye,22.0,ATL,PF,33.0,28.0,533.0,72.0,171.0,0.421,21.0,81.0,0.259,51.0,90.0,0.567,0.482,32.0,42.0,0.762,44.0,95.0,139.0,27.0,28.0,33.0,15.0,55.0,197.0,0.0,,2025,Mouhamed Gueye,ATL,16.151515151515152,5.96969696969697,4.212121212121212,0.8181818181818182,True,14.4,0.52,0.474,0.246,8.8,20.0,14.3,6.6,2.5,5.7,7.3,15.7,0.4,0.8,1.2,0.106,-1.6,1.0,-0.6,0.2,True,2221677.0,Rookie/Min,2.221677,True,88.6717556152402,0.5401325215141535,0.0900220869190255,Rookie/Young,5,484.0,0.3696060037523452,4.220000000000001,False,Rookie/Young,1.31875,0.7910436125260207,88.6717556152402,0.5401325215141535,0.09002208691902558,0.18110231768742946,0.18110231768742946,Fair,0.79
435.0,Moussa Diabaté,21.0,LAC,C,22.0,1.0,195.0,24.0,47.0,0.511,1.0,2.0,0.5,23.0,45.0,0.511,0.521,10.0,16.0,0.625,31.0,19.0,50.0,4.0,7.0,8.0,9.0,15.0,59.0,0.0,,2023,Moussa Diabaté,LAC,8.863636363636363,2.6818181818181817,2.272727272727273,0.1818181818181818,False,14.2,0.546,0.043,0.34,18.0,10.8,14.4,2.8,1.8,3.6,14.3,14.1,0.2,0.2,0.4,0.105,-1.9,-0.8,-2.8,0.0,False,,,,False,,,,Rookie/Young,3,441.0,0.30256410256410254,3.42,False,Rookie/Young,0.6979591836734693,0.41700752118336815,5.873777109472472,0.03982221769133879,0.0,0.010992222853613204,0.011212067310685468,Unknown,0.09
487.0,Moussa Diabaté,22.0,LAC,C,11.0,0.0,64.0,10.0,19.0,0.526,0.0,0.0,0.0,10.0,19.0,0.526,0.526,9.0,14.0,0.643,15.0,9.0,24.0,4.0,5.0,1.0,2.0,4.0,29.0,0.0,,2024,Moussa Diabaté,LAC,5.818181818181818,2.636363636363636,2.1818181818181817,0.3636363636363636,False,24.7,0.576,0.0,0.737,27.4,15.4,21.2,8.6,3.9,1.4,7.4,18.6,0.2,0.1,0.3,0.25,4.0,-0.5,3.5,0.1,False,,,,False,,,,Rookie/Young,4,484.0,0.453125,8.499999999999998,False,Rookie/Young,1.73469387755102,1.06572495951565,2.887110782622062,0.02986666326850409,0.009955554422834698,0.009992206435572852,0.009992206435572852,Unknown,0.17
267.0,Moussa Diabaté,23.0,CHO,C,71.0,8.0,1241.0,167.0,280.0,0.596,0.0,6.0,0.0,167.0,274.0,0.609,0.596,69.0,116.0,0.595,187.0,251.0,438.0,56.0,46.0,40.0,61.0,109.0,403.0,0.0,,2025,Moussa Diabaté,CHA,17.47887323943662,5.676056338028169,6.169014084507042,0.7887323943661971,True,16.5,0.609,0.021,0.414,15.7,22.0,18.8,6.8,1.8,3.2,15.6,13.4,1.8,1.5,3.2,0.125,-1.4,-0.4,-1.9,0.0,True,2270735.0,Rookie/Min,2.270735,True,177.4755750891231,1.4092353356952705,0.0,Rookie/Young,5,529.0,0.32473811442385175,4.38,True,Rookie/Young,0.8938775510204081,0.5335273293494921,177.4755750891231,1.4092353356952705,0.0,0.3673358222995584,0.35998910585356725,Fair,0.91
407.0,Mychal Mulder,25.0,GSW,SF,7.0,3.0,204.0,26.0,67.0,0.388,16.0,52.0,0.308,10.0,15.0,0.667,0.507,9.0,12.0,0.75,3.0,20.0,23.0,8.0,2.0,1.0,5.0,20.0,77.0,0.0,,2020,Mychal Mulder,GSW,29.142857142857142,11.0,3.2857142857142856,1.1428571428571428,True,7.8,0.533,0.776,0.179,1.5,11.0,6.1,5.8,0.5,0.4,6.5,16.2,0.0,0.0,0.1,0.017,-3.2,-2.9,-6.0,-0.2,False,,,,False,,,,Developing,0,625.0,0.37745098039215685,0.46,False,Developing,0.15282392026578073,0.06241753767558353,7.6657769055827165,0.009955554422834698,-0.019911108845669396,0.0015049766596127489,0.001414678060035984,Unknown,0.02
276.0,Mychal Mulder,26.0,GSW,PG,60.0,6.0,766.0,119.0,265.0,0.449,85.0,214.0,0.397,34.0,51.0,0.667,0.609,14.0,22.0,0.636,8.0,52.0,60.0,26.0,12.0,12.0,16.0,56.0,337.0,0.0,,2021,Mychal Mulder,GSW,12.766666666666667,5.616666666666666,1.0,0.4333333333333333,True,10.8,0.613,0.808,0.083,1.1,7.1,4.2,4.8,0.7,1.4,5.5,16.2,0.6,0.6,1.2,0.075,-0.6,-1.2,-1.8,0.0,True,,,,False,,,,Developing,1,676.0,0.43994778067885115,2.7,False,Developing,0.7336956521739131,0.42512238374339767,33.55021840495293,0.11946665307401635,0.0,0.04433036701468703,0.04078393765351207,Unknown,0.56
452.0,Mychal Mulder,27.0,2TM,PG,17.0,3.0,239.0,24.0,77.0,0.312,17.0,54.0,0.315,7.0,23.0,0.304,0.422,4.0,4.0,1.0,2.0,22.0,24.0,5.0,4.0,2.0,8.0,13.0,69.0,0.0,,2022,Mychal Mulder,2TM,14.058823529411764,4.0588235294117645,1.411764705882353,0.2941176470588235,True,3.7,0.438,0.701,0.052,0.9,9.8,5.3,3.0,0.8,0.8,9.2,15.8,-0.4,0.1,-0.2,-0.05,-5.9,-1.8,-7.7,-0.3,True,,,,False,,,,Developing,2,729.0,0.28870292887029286,-1.3199999999999998,True,Developing,-0.35869565217391297,-0.16481678805032027,6.8693325517559405,-0.019911108845669396,-0.02986666326850409,-0.0069970568538926265,-0.006297351168503364,Unknown,0.0
533.0,Myles Powell,24.0,PHI,PG,11.0,0.0,52.0,5.0,17.0,0.294,1.0,6.0,0.167,4.0,11.0,0.364,0.324,2.0,2.0,1.0,1.0,5.0,6.0,3.0,1.0,0.0,3.0,8.0,13.0,0.0,,2022,Myles Powell,PHI,4.727272727272728,1.181818181818182,0.5454545454545454,0.2727272727272727,False,0.2,0.364,0.353,0.118,2.2,10.6,6.4,8.0,1.0,0.0,14.4,18.0,-0.2,0.0,-0.1,-0.109,-10.5,-2.2,-12.7,-0.1,False,,,,False,,,,Developing,2,576.0,0.25,-3.7899999999999996,False,Developing,-1.029891304347826,-0.19812063122620804,1.2942220749685105,-0.009955554422834698,-0.009955554422834698,-0.003609087317059421,-0.003464723824377044,Unknown,0.0
110.0,Myles Turner,23.0,IND,C,62.0,62.0,1826.0,268.0,587.0,0.457,86.0,250.0,0.344,182.0,337.0,0.54,0.53,127.0,169.0,0.751,86.0,321.0,407.0,72.0,46.0,132.0,85.0,166.0,749.0,0.0,,2020,Myles Turner,IND,29.451612903225808,12.080645161290322,6.564516129032258,1.1612903225806452,True,14.8,0.566,0.426,0.288,5.2,19.1,12.2,5.4,1.2,6.4,11.4,17.9,1.1,3.1,4.2,0.111,-1.0,1.1,0.1,1.0,True,,,,False,,,,Rookie/Young,0,529.0,0.41018619934282585,4.870000000000001,True,Rookie/Young,0.9938775510204083,0.6039837654959661,74.56710262703189,0.4181332857590573,0.09955554422834696,0.1529096264414742,0.14985143391264472,Unknown,0.5
168.0,Myles Turner,24.0,IND,C,47.0,47.0,1455.0,206.0,432.0,0.477,69.0,206.0,0.335,137.0,226.0,0.606,0.557,111.0,142.0,0.782,63.0,243.0,306.0,48.0,40.0,159.0,67.0,165.0,592.0,0.0,DPOY-9,2021,Myles Turner,IND,30.95744680851064,12.595744680851064,6.51063829787234,1.0212765957446808,True,15.3,0.599,0.477,0.329,4.7,18.0,11.4,4.4,1.3,8.8,11.9,16.4,1.1,2.2,3.3,0.11,-1.6,2.0,0.4,0.9,True,,,,False,,,,Developing,1,576.0,0.406872852233677,5.07,True,Developing,0.9168173598553345,0.55232724783954,58.9368821831814,0.32853329595354497,0.08959998980551227,0.12362614141968795,0.11868109576290042,Unknown,0.7
208.0,Myles Turner,25.0,IND,C,42.0,42.0,1235.0,200.0,393.0,0.509,61.0,183.0,0.333,139.0,210.0,0.662,0.587,79.0,105.0,0.752,65.0,232.0,297.0,44.0,28.0,118.0,54.0,119.0,540.0,0.0,,2022,Myles Turner,IND,29.404761904761905,12.857142857142858,7.071428571428571,1.0476190476190477,True,17.4,0.615,0.466,0.267,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,1.7,1.4,3.1,0.12,0.1,1.4,1.4,1.1,True,,,,False,,,,Developing,2,625.0,0.43724696356275305,6.08,True,Developing,1.0994575045207957,0.6672996906166179,53.75999388330737,0.3086221871078756,0.10951109865118168,0.12219379350629965,0.11486216589592166,Unknown,0.81
81.0,Myles Turner,26.0,IND,C,62.0,62.0,1825.0,402.0,733.0,0.548,93.0,249.0,0.373,309.0,484.0,0.638,0.612,216.0,276.0,0.783,88.0,378.0,466.0,89.0,36.0,140.0,103.0,215.0,1113.0,0.0,,2023,Myles Turner,IND,29.43548387096774,17.951612903225808,7.516129032258065,1.435483870967742,True,20.0,0.651,0.34,0.377,5.4,22.9,14.2,7.5,0.9,6.6,10.8,22.0,3.4,2.0,5.4,0.142,1.4,0.7,2.1,1.9,True,,,,False,,,,Developing,3,676.0,0.6098630136986302,7.39,True,Developing,1.3363471971066907,0.8062281525160307,110.80532072615017,0.5375999388330737,0.18915553403385924,0.22462762818345555,0.20665741792877912,Unknown,0.21
55.0,Myles Turner,27.0,IND,C,77.0,77.0,2076.0,476.0,909.0,0.524,116.0,324.0,0.358,360.0,585.0,0.615,0.587,245.0,317.0,0.773,113.0,420.0,533.0,100.0,39.0,144.0,109.0,232.0,1313.0,0.0,,2024,Myles Turner,IND,26.96103896103896,17.051948051948052,6.922077922077922,1.2987012987012987,True,19.3,0.626,0.356,0.349,6.2,22.9,14.5,6.4,0.9,5.5,9.4,23.4,3.6,2.2,5.8,0.134,1.0,-0.1,0.9,1.5,True,,,,False,,,,Developing,4,729.0,0.632466281310212,6.66,True,Developing,1.2043399638336347,0.7307250473060409,130.71642957181956,0.5774221565244124,0.14933331634252045,0.23430454308254062,0.21087408877428657,Unknown,0.13
69.0,Myles Turner,28.0,IND,C,72.0,72.0,2174.0,390.0,811.0,0.481,156.0,394.0,0.396,234.0,417.0,0.561,0.577,184.0,238.0,0.773,90.0,381.0,471.0,111.0,54.0,144.0,123.0,183.0,1120.0,0.0,,2025,Myles Turner,IND,30.194444444444443,15.555555555555555,6.541666666666667,1.5416666666666667,True,16.1,0.612,0.486,0.293,4.7,19.4,12.1,7.1,1.2,6.0,11.8,20.7,1.8,2.9,4.7,0.104,0.0,0.4,0.4,1.3,True,,,,False,,,,Prime,5,784.0,0.515179392824287,5.470000000000001,True,Prime,0.9927404718693287,0.6019815995211681,111.5022095357486,0.4679110578732308,0.12942220749685107,0.19623351395501498,0.1726854922804132,Unknown,0.22
452.0,Mãozinha Pereira,23.0,MEM,SF,7.0,1.0,122.0,18.0,35.0,0.514,5.0,13.0,0.385,13.0,22.0,0.591,0.586,7.0,10.0,0.7,11.0,26.0,37.0,2.0,6.0,4.0,5.0,10.0,48.0,0.0,,2024,Mãozinha Pereira,MEM,17.428571428571427,6.857142857142857,5.285714285714286,0.2857142857142857,True,15.7,0.609,0.371,0.286,9.5,24.3,16.6,2.5,2.4,3.1,11.3,15.6,0.1,0.2,0.3,0.123,-1.2,0.7,-0.5,0.0,False,,,,False,,,,Rookie/Young,4,529.0,0.39344262295081966,4.56,True,Rookie/Young,1.8688524590163933,1.107379162046938,4.778666122960654,0.02986666326850409,0.0,0.00851026944772195,0.008340064058767511,Unknown,0.28
508.0,N'Faly Dante,23.0,HOU,C,4.0,0.0,51.0,10.0,13.0,0.769,0.0,0.0,0.0,10.0,13.0,0.769,0.769,4.0,5.0,0.8,6.0,15.0,21.0,2.0,1.0,5.0,2.0,9.0,24.0,0.0,,2025,N'Faly Dante,HOU,12.75,6.0,5.25,0.5,False,24.0,0.789,0.0,0.385,12.3,32.0,21.9,5.7,1.0,8.8,11.6,13.9,0.2,0.1,0.3,0.283,0.7,1.7,2.4,0.1,False,,,,False,,,,Rookie/Young,5,529.0,0.47058823529411764,7.959999999999999,False,Rookie/Young,1.624489795918367,0.9629378729081075,2.389333061480327,0.02986666326850409,0.009955554422834698,0.00963740335889012,0.009444655291712317,Unknown,0.3
489.0,Nae'Qwan Tomlin,24.0,CLE,PF,5.0,1.0,63.0,13.0,32.0,0.406,2.0,10.0,0.2,11.0,22.0,0.5,0.438,8.0,11.0,0.727,9.0,12.0,21.0,2.0,0.0,1.0,2.0,9.0,36.0,0.0,,2025,Nae'Qwan Tomlin,CLE,12.6,7.2,4.2,0.4,True,14.4,0.489,0.313,0.344,15.9,20.1,18.1,4.4,0.0,1.4,5.1,26.1,0.1,0.1,0.1,0.093,-3.0,-2.4,-5.5,-0.1,False,,,,False,,,,Developing,5,576.0,0.5714285714285714,2.6300000000000003,True,Developing,0.6994680851063831,0.41023844449819574,3.583999592220491,0.009955554422834698,-0.009955554422834698,0.0014257801100596283,0.0013687489056572431,Unknown,0.11
326.0,Naji Marshall,23.0,NOP,SF,32.0,10.0,700.0,82.0,209.0,0.392,29.0,83.0,0.349,53.0,126.0,0.421,0.462,53.0,75.0,0.707,15.0,133.0,148.0,88.0,26.0,10.0,38.0,58.0,246.0,0.0,,2021,Naji Marshall,NOR,21.875,7.6875,4.625,2.75,True,11.4,0.508,0.397,0.359,2.3,20.6,11.5,16.5,1.8,1.4,13.6,16.8,0.2,0.7,0.9,0.061,-2.1,0.8,-1.3,0.1,True,,,,False,,,,Rookie/Young,1,529.0,0.3514285714285714,3.07,True,Rookie/Young,1.2581967213114753,0.7590007876255788,24.490663880173354,0.08959998980551227,0.009955554422834698,0.035598979786738864,0.03488700019100409,Unknown,0.17
305.0,Naji Marshall,24.0,NOP,SF,55.0,4.0,735.0,109.0,269.0,0.405,21.0,105.0,0.2,88.0,164.0,0.537,0.444,74.0,93.0,0.796,38.0,104.0,142.0,62.0,33.0,8.0,46.0,69.0,313.0,0.0,,2022,Naji Marshall,NOR,13.363636363636363,5.6909090909090905,2.581818181818182,1.1272727272727272,True,12.3,0.505,0.39,0.346,5.6,16.0,10.7,12.3,2.2,1.0,12.9,20.8,0.0,0.7,0.8,0.05,-2.7,-0.5,-3.2,-0.2,True,,,,False,,,,Developing,2,576.0,0.42585034013605444,2.65,True,Developing,0.8803986710963454,0.5356750885776855,31.1608853434726,0.07964443538267758,-0.019911108845669396,0.030161388339362393,0.028954932805787897,Unknown,0.06
156.0,Naji Marshall,25.0,NOP,SF,77.0,21.0,1792.0,247.0,571.0,0.433,66.0,218.0,0.303,181.0,353.0,0.513,0.49,138.0,175.0,0.789,48.0,231.0,279.0,189.0,54.0,14.0,97.0,113.0,698.0,0.0,,2023,Naji Marshall,NOR,23.272727272727277,9.064935064935066,3.623376623376624,2.4545454545454546,True,11.4,0.539,0.382,0.306,3.0,14.6,8.8,14.4,1.5,0.7,13.0,17.8,0.5,2.0,2.5,0.068,-1.9,0.0,-1.9,0.1,True,,,,False,,,,Developing,3,625.0,0.38950892857142855,2.89,True,Developing,0.9601328903654485,0.5839584650216787,69.48976987138619,0.24888886057086743,0.009955554422834698,0.09489536411388572,0.08920164226705257,Unknown,0.41
232.0,Naji Marshall,26.0,NOP,SF,66.0,1.0,1257.0,170.0,367.0,0.463,58.0,150.0,0.387,112.0,217.0,0.516,0.542,68.0,86.0,0.791,53.0,187.0,240.0,128.0,49.0,12.0,65.0,91.0,466.0,0.0,,2024,Naji Marshall,NOR,19.045454545454547,7.0606060606060606,3.636363636363636,1.9393939393939397,True,12.7,0.576,0.409,0.234,4.8,16.4,10.6,13.6,1.9,0.9,13.8,16.3,1.0,1.6,2.6,0.1,-1.3,0.5,-0.7,0.4,True,,,,False,,,,Developing,4,676.0,0.3707239459029435,3.76,True,Developing,1.2491694352159466,0.7374677411834132,46.39288361040969,0.25884441499370214,0.03982221769133879,0.08862445403073202,0.08153449770827347,Unknown,0.65
97.0,Naji Marshall,27.0,DAL,SF,69.0,31.0,1919.0,362.0,712.0,0.508,60.0,218.0,0.275,302.0,494.0,0.611,0.551,130.0,160.0,0.813,76.0,252.0,328.0,208.0,70.0,11.0,112.0,109.0,914.0,0.0,,2025,Naji Marshall,DAL,27.81159420289855,13.246376811594205,4.753623188405797,3.0144927536231885,True,15.1,0.584,0.306,0.225,4.4,14.0,9.3,15.8,1.8,0.5,12.5,20.0,2.0,1.5,3.5,0.087,-0.3,-0.5,-0.8,0.6,True,9000000.0,Role Player,9.0,True,101.55555555555556,0.3888888888888889,0.0666666666666666,Developing,5,729.0,0.47628973423658155,4.529999999999999,False,Developing,1.5049833887043187,0.9124667748468549,101.55555555555556,0.3888888888888889,0.06666666666666667,0.15779875321592976,0.1420188778943368,Fair,0.74
351.0,Nassir Little,19.0,POR,PF,48.0,5.0,573.0,65.0,151.0,0.43,14.0,59.0,0.237,51.0,92.0,0.554,0.477,28.0,44.0,0.636,31.0,77.0,108.0,22.0,13.0,14.0,15.0,72.0,172.0,0.0,,2020,Nassir Little,POR,11.9375,3.583333333333333,2.25,0.4583333333333333,True,9.6,0.505,0.391,0.291,5.7,13.9,9.9,5.0,1.1,2.1,8.1,13.7,0.3,0.3,0.6,0.047,-2.9,-0.6,-3.5,-0.2,True,,,,False,,,,Rookie/Young,0,361.0,0.30017452006980805,1.7499999999999998,False,Rookie/Young,0.5468749999999999,0.3264148504042213,17.123553607275678,0.05973332653700818,-0.019911108845669396,0.01675316830253086,0.01775835840068271,Unknown,0.01
342.0,Nassir Little,20.0,POR,PF,48.0,2.0,640.0,78.0,167.0,0.467,28.0,80.0,0.35,50.0,87.0,0.575,0.551,36.0,45.0,0.8,32.0,96.0,128.0,23.0,5.0,13.0,18.0,51.0,220.0,0.0,,2021,Nassir Little,POR,13.333333333333334,4.583333333333333,2.6666666666666665,0.4791666666666667,True,11.6,0.589,0.479,0.269,5.2,16.5,10.7,4.9,0.4,1.8,8.8,13.8,0.9,0.2,1.1,0.082,-1.1,-1.6,-2.7,-0.1,True,,,,False,,,,Rookie/Young,1,400.0,0.34375,2.63,False,Rookie/Young,0.8218749999999999,0.4943160261567035,21.902219730236332,0.10951109865118168,-0.009955554422834698,0.031496399703876576,0.03275625569203164,Unknown,0.69
259.0,Nassir Little,21.0,POR,SF,42.0,23.0,1088.0,145.0,315.0,0.46,51.0,154.0,0.331,94.0,161.0,0.584,0.541,69.0,94.0,0.734,58.0,178.0,236.0,54.0,25.0,36.0,40.0,82.0,410.0,0.0,,2022,Nassir Little,POR,25.904761904761905,9.761904761904765,5.619047619047619,1.2857142857142858,True,13.5,0.575,0.489,0.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,1.2,0.6,1.7,0.076,-0.9,-0.6,-1.4,0.2,True,,,,False,,,,Rookie/Young,2,441.0,0.37683823529411764,3.71,False,Rookie/Young,1.5204918032786885,0.916984807673526,40.81777313362226,0.16924442518818983,0.019911108845669396,0.06367780247869169,0.06495135852826553,Unknown,0.73
282.0,Nassir Little,22.0,POR,SF,54.0,4.0,976.0,134.0,303.0,0.442,58.0,158.0,0.367,76.0,145.0,0.524,0.538,33.0,46.0,0.717,27.0,114.0,141.0,50.0,20.0,20.0,36.0,66.0,359.0,0.0,,2023,Nassir Little,POR,18.074074074074076,6.648148148148148,2.611111111111111,0.925925925925926,True,10.2,0.555,0.521,0.152,3.2,13.5,8.3,7.3,1.0,1.8,10.0,16.0,0.2,0.4,0.7,0.032,-1.6,-1.4,-3.0,-0.3,True,,,,False,,,,Rookie/Young,3,484.0,0.367827868852459,2.0399999999999996,False,Rookie/Young,0.8360655737704916,0.4970432693784962,35.74044037797656,0.06968888095984288,-0.02986666326850409,0.028894001328409004,0.028894001328409004,Unknown,0.23
374.0,Nassir Little,23.0,PHO,SF,45.0,2.0,458.0,57.0,124.0,0.46,21.0,70.0,0.3,36.0,54.0,0.667,0.544,17.0,20.0,0.85,14.0,61.0,75.0,21.0,10.0,10.0,14.0,39.0,152.0,0.0,,2024,Nassir Little,PHX,10.177777777777775,3.3777777777777778,1.6666666666666667,0.4666666666666667,True,9.9,0.572,0.565,0.161,3.6,14.3,9.3,6.1,1.1,1.9,9.5,13.9,0.3,0.4,0.7,0.074,-2.4,-0.6,-3.0,-0.1,True,,,,False,,,,Rookie/Young,4,529.0,0.3318777292576419,2.0300000000000002,False,Rookie/Young,0.8319672131147542,0.49927444400372595,15.13244272270874,0.06968888095984288,-0.009955554422834698,0.01986553131223446,0.01946822068598977,Unknown,0.15
517.0,Nate Darling,22.0,CHO,SG,7.0,0.0,26.0,2.0,7.0,0.286,2.0,7.0,0.286,0.0,0.0,0.0,0.429,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,0.0,,2021,Nate Darling,CHA,3.7142857142857135,1.2857142857142858,0.1428571428571428,0.1428571428571428,False,8.2,0.541,1.0,0.429,4.1,0.0,2.1,5.1,0.0,3.8,10.7,15.4,0.0,0.0,0.0,0.038,-1.5,-2.5,-4.0,0.0,False,,,,False,,,,Rookie/Young,1,484.0,0.34615384615384615,1.2599999999999996,True,Rookie/Young,0.5675675675675674,0.33117700568246006,0.8959998980551227,0.0,0.0,0.0006386455380289179,0.0006386455380289179,Unknown,0.0
462.0,Nate Hinton,21.0,DAL,SG,21.0,0.0,93.0,15.0,42.0,0.357,4.0,19.0,0.211,11.0,23.0,0.478,0.405,7.0,10.0,0.7,1.0,8.0,9.0,8.0,7.0,2.0,5.0,8.0,41.0,0.0,,2021,Nate Hinton,DAL,4.428571428571429,1.9523809523809523,0.4285714285714285,0.3809523809523809,False,10.4,0.442,0.452,0.238,1.2,9.4,5.3,12.4,3.7,2.0,9.7,24.4,-0.2,0.1,0.0,-0.015,-4.5,1.0,-3.4,0.0,False,,,,False,,,,Rookie/Young,1,441.0,0.44086021505376344,2.1,False,Rookie/Young,0.945945945945946,0.5790699699062744,4.081777313362226,0.0,0.0,0.002909385228798404,0.002967572933374372,Unknown,0.05
590.0,Nate Hinton,22.0,IND,SG,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2022,Nate Hinton,IND,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,42.8,-0.1,0.0,-0.1,-1.231,-28.1,-14.5,-15.0,0.0,False,,,,False,,,,Rookie/Young,2,484.0,0.0,-4.5,True,Rookie/Young,-2.027027027027027,-0.21419575174678443,0.0,-0.009955554422834698,0.0,-0.0017013866371892407,-0.0017013866371892407,Unknown,0.02
480.0,Nate Hinton,24.0,HOU,SG,15.0,0.0,75.0,11.0,26.0,0.423,7.0,14.0,0.5,4.0,12.0,0.333,0.558,4.0,5.0,0.8,7.0,15.0,22.0,10.0,3.0,2.0,3.0,11.0,33.0,0.0,,2024,Nate Hinton,HOU,5.0,2.2,1.4666666666666666,0.6666666666666666,False,17.6,0.585,0.538,0.192,9.9,21.7,15.7,18.6,1.9,2.5,9.6,17.7,0.2,0.1,0.3,0.187,1.9,1.7,3.6,0.1,False,,,,False,,,,Developing,4,576.0,0.44,6.4,False,Developing,1.9937694704049846,1.1825459762372394,3.28533295953545,0.02986666326850409,0.009955554422834698,0.010276048896919037,0.009865006941042274,Unknown,0.21
